ID,dataset,diversity,moral,market,innovation,ethnic_cultural,gender,sexual_ori,age,ability,religion,text
6555,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Looking for top-quality education? Our Amsterdam Business School has been ranked #5 in the world for the Executive Master in International Finance (MIF) in the 2017 Financial Times rankings.
7576,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,NA()
2372,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,What happens if you sprain your ankle during flight?
5490,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Want solar energy? We do! We're building solar panels in 3 IKEA stores - Draper, UT; New Haven, CT; & Portland, OR - that will generate 2.4k megawatts, over 10k solar panels & a yearly output of 3.1k MWh! This means 2.4k tons less of carbon dioxide -- whi"
8875,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,📷 Imagine seeing this view when you walk out of class! Great shot of the UvA's #Oudemanhuispoort by Instagrammer @ria_bierman - Also want to be featured on IG? Use #uva_amsterdam: http://bit.ly/2mHsNIV::https://www.instagram.com/uva_amsterdam/ 📷📚
8448,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"What do terrifying creatures really do after midnight? Well, the most spoiled ones snooze in LURVIG pet beds. Spoil your pet now. https://bit.ly/2O7Jlrr::https://www.ikea.com/us/en/catalog/categories/departments/pets/ #NationalCatDay #Halloween"
1952,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Blend tomatoes into a tasty sauce - they’re full of vitamin A which can help to support your immune system.
4025,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,⚠️For your own safety and for those around you: keep 1.5 meters distance from each other⚠️ Are you standing in a queue? Please put your baggage in front of you to create space. #wecandothistogether
1163,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Roses are red 🌹 KLM is blue💙 Frensch said to Colette 💬 I think I wanna marry you! 💍
1031,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Are you coming to Milan? Visit the Navigli district with its canals and waterways!
6859,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"It’s International Rabbit Day, so why not celebrate with a nap in a sleep sanctuary built by TaskRabbit? PAX Wardrobe, $1,065 http://bit.ly/2ki5t9y"
6522,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,A warm welcome to all new Arcadis employees. Let's create exceptional value together with our clients throughout the entire life cycle of built and natural assets.
3637,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,We wish you a...
9774,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Now is the time to build long-term value and progress towards a fairer world. That's why we collaborated with World Economic Forum and other organizations to come down to a core set of universal metrics for all businesses to measure stakeholder capitalism
680,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Is there a giant 'car wash' for planes? Intern Julie finds out!
6481,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Tata Steel Corporate Film: Tracing the journey of the Company from its inception. 
7812,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"NOAA has awarded Fugro a 5-year Indefinite Delivery Indefinite Quantity (IDIQ) contract to provide hydrographic surveying services in the US. The contract was issued by NOAA’s National Ocean Service, Office of Coast Survey to support the creation and main"
5133,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Watch the Detroit Symphony Orchestra surprise IKEA Canton shoppers with a Beethoven flash mob! #tbt
381,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Classic Cargo.
8675,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,We are proud of our Better begins with you Regional winners. These EY people and teams have found unique and creative ways to bring our purpose of building a better working world to life. Four global winners will be named and will share US$1m. Find out wh
4253,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Bring out your botanical side with a SOCKER plant stand stacked with fresh herbs you can use in your cooking!
9304,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Aytek Koyun, this year’s Unilever Foundation Ambassador for the UNICEF partnership, recently visited Vietnam to see how UNICEF’s Community Approaches to Total Sanitation (CATS) programme is making a difference to the lives of local people. Take a look a h"
611,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Hi The Boeing Store, congratulations with your 100th birthday. #Boeing100"
7181,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Need a fresh work from home perspective? The right desk can create a new on-the-clock space without cramping your off-the-clock vibe. http://bit.ly/3ckKyeC::https://www.ikea.com/us/en/cat/tables-desks-fu004/?utm_sourcefacebook&utm_mediumsocial&utm_camp
3862,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Flying to a place that's buzzzzzing with mosquitoes? Be prepared and take our quiz!
4003,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"P. N. Bose was inspired by the Swadeshi Movement and wanted to secure India’s future in industrialisation and education. In 1904, he wrote to Jamsetji Tata about the rich iron deposits in the Mayurbhanj district. This led to an expedition by a survey grou"
6014,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Well done to all of our EY Young Tax Professional of the Year winners. Natalia Averina from Russia took the first spot, with Marissa Lee Sher May from Malaysia taking second and Cecilia Zhou of Japan coming third."
5602,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,“It looks like someone has already eaten it…” Can you guess which typical Dutch dish we made our travellers taste?
7269,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"This fall, as the days are getting shorter, create a personal and optimistic mood with unexpected and exaggerated color combination and materials. Learn more: http://bit.ly/2l7RHqA SKUGGBRACKA Full/queen duvet cover set, $24.99/3pcs"
7257,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Instagram favourite: classic Dutch architecture framed by the UvA's University Library windows. Thanks Instagrammer @willimina for this photo! Also want to be featured? Use #uva_amsterdam op Instagram: www.instagram.com/uva_amsterdam::https://www.instagr
2495,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,It's a high way (up) 📷: Christian Bungard
314,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Looking for a boost of vitamin C? Surprisingly, gram for gram, there’s more in blackcurrants than oranges."
2718,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ever seen 180.000 kg on a scale? #Weightsandmeasuresday
4152,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Innovative Product – Creates Waves After catching the Imagination of the domestic customers, our innovative product, Tata Ferroshots is set to create waves in the International Arena. The first Exports consignment was flagged off on 23rd Aug 2016. Tata Fe"
3176,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,#ContestAlert Guess this company which has an existing steel production capacity of 5.2 million tonnes per annum (MnTPA)! One lucky winner can bag an exclusive gift! Rules: - Follow our page - Like this post - Answer the question correctly and use the has
461,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sherlock is still our favourite pet! #WorldAnimalDay
5833,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"With help from the IKEA Home Tour Squad, two roommates reclaim their common space so they both have places to work and entertain."
9341,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Is your home summer-ready? Transform your space into your very own relaxing, family-friendly staycation retreat now!"
7116,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Whether you’re a dog person, a cat person, a hamster person, a bird person or any sort of pet person, we hope you’re spending #LoveYourPetDay with your BFF(s)!"
1881,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Where is our Boeing going?
6865,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"No 'number 100' for Peter Sagan today, but he's still lucky to be in the Lotto Points Jersey."
1581,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ever since JRD Tata, former Chairman, Tata Sons, learnt to fly, he never stopped. He kept soaring high to Destination Tomorrow with many first-ever concepts. Besides opening the skies for India as its first commerical pilot and airline chief, he remained "
6779,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"DSM and FC Basel 1893 are delighted to announce their new partnership in nutrition and health. As DSM we are proud to call ourselves the “official nutrition and health partner”, making our proven expertise in nutritional and health issues available to the"
8991,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,The first blast furnace at Tata Steel’s Jamshedpur plant marked the beginning of industrialisation efforts in India. Read on - A history of heat
8174,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Spring is here and summer's coming. So refresh your outdoor space so you can get out there and enjoy the sunshine! http://bit.ly/2PtgQKU::https://www.ikea.com/us/en/cat/outdoor-furniture-od003/?utm_sourcefacebook&utm_mediumsocial&utm_campaigncsa&utm_c
5419,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Did you already spot this installation above our floating bridge? 👀 It is part of the Amsterdam Light Festival. With this artwork the artists want encourage you to think about your personal relationship with the earth and call on you to treat it with car
6442,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,This week some FrieslandCampina employees returned back to our Central Office in the Netherlands. People safety is FrieslandCampina’s number one priority and our office facilities have been adjusted to ensure social distancing and strict hygiene. In the n
1601,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"We believe each individual is a Sustainability Champion and can make a difference. Each of us can do our bit by adopting measures - big and small, and commit to preserving and protecting Mother Earth. A conscientious decision today will enable a better to"
1718,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Why is my flight delayed? And what can I do?
1341,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Can you really get sucked into an aircraft toilet?
9431,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"“Together with my grandson I’m travelling from Surinam, through Schiphol, to Mecca. We will perform the Hajj together next week. I am grateful for being able to accompany him on this special journey.” Read more Schiphol Stories at: http://schipholstories."
892,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Our onboard experience makes you forget about time ✈️💙
9336,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10 ways to ingite innovation in middle management Think of middle management as a bridge to innovation, not a barrier. Read Innovation Realized 2016: Disrupting the agenda http://spr.ly/6187BSPg3::http://ey-2.instantmagazine.com/disruption/innovation-rea"
2014,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,In the pushback truck driver seat.
9847,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Rise & shine! Take back your sleep at your local store's #IKEAafterdark Festival, today from 3-9pm! http://bit.ly/2SSfJ5O::https://www.ikea.com/ext/us/local-stores/?utm_sourcefacebook&utm_mediumsocial&utm_campaignsave_our_sleep&utm_contentsleep_festi"
2602,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"The IKEA Tiny Home is here! Proving that anyone, anywhere can live a more sustainable life. Come on in: https://bit.ly/2Szu9rF::https://ikea-vc-2020.herokuapp.com/index.html"
9510,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Don't let space stop you from throwing a party, even if you have friends or family staying overnight. Find ideas to make guests feel welcome."
2903,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Congratulations to Matthieu Rater on his great adventures! #WinningWednesday
4433,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Winner of the final stage in the #BinckBankTour 2018: Michael Matthews 🙌
4638,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"The uGrow app lets you track your baby’s development, understand their routines and capture those special milestone moments."
2679,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Iemand een bijzondere kerst bezorgen? bit.ly/warmewens::http://www.warmewens.nl/?utm_sourceteaservideosch&utm_mediumfacebook&utm_campaignwarmewens Schiphol en transavia.com helpen je graag! Doe mee, stuur een persoonlijke wens in en maak kans op 2 gra"
8149,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Wondering what this LiveReply is all about? We want to show you how personal our social media service truly is. Not just today, but every day and night. Try it yourself! You might get a personal #LiveReply yourself http://youtu.be/Tje1QtC8Rvk::https://ww"
5391,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"But first, coffee. http://bit.ly/37nmC4h::https://www.ikea.com/us/en/cat/coffee-makers-accessories-20622/?utm_sourcefacebook&utm_mediumsocial&utm_campaignl3_impulse&utm_contentbut_first_coffee&utm_termengagements"
2522,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,What happened to this Flintstone-like hotel?
8641,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Hej IKEA fans! IKEA Oak Creek will be closed today (1/28/19) due to inclement weather. The store will reopen tomorrow (1/29/19) with normal business hours. Stay safe and warm, and please check back here for any updates!"
3477,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Guess our new destination! 🎉 🌐 The airport is named after a famous astronomer ⛲ Its huge fountain has 800 lights, 300 water jets and 3 fire jets 🌄 The highest peak in the country is 2499 meters 🏆 Once named European Capital of Culture ✈️ We fly to 3 o"
3187,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,One ticket strip please!
3942,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Curious how the world’s most exclusive coffee is made? Check out the new iFly 360° experience to find out: http://bit.ly/klm-social::https://360.iflymagazine.com/en/?utm_sourceklm-social
5999,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Speaking on the Milken Institute podcast, our Global Chairman and CEO Carmine Di Sibio talks about the ""new normal"" facing many sectors and industries as a result of #COVID19. http://spr.ly/61831NxqS::https://milkeninstitute.org/podcast/conversations-mik"
6290,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Welcome to our 31 international Trainees! Their challenge to make their mark at Boskalis has begun today. #creatingnewhorizons #trainees #traineeship #boskalis
